id,applicant,location,description,tags,source,source_id,source_date,source_url,source_license,documentation,mechanism,mechanism_rating,mechanism_notes,mechanism_comment,volume,volume_rating,volume_notes,volume_comment,negativity,negativity_rating,negativity_notes,negativity_comment,permanence,permanence_rating,permanence_notes,permanence_comment,additionality,additionality_notes,additionality_comment,price,price_notes,price_comment,specificity,specificity_notes,specificity_comment,rating,revisions,notes
STRP030,RockFarm ,Germany,Carbon removal walls to protect arable land and clean the atmosphere.,"mineralization,wollastenite",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://rockfarmio.wordpress.com/,0.0,0.0,Project builds garden walls to remove atmospheric carbon via mineralization.,"Project proposes to build rock walls with basalt pebbles, which is then filled with rock powder and equipped with active irrigation to enhance weathering process. Project proposes to further carbonate outputs into building materials like gravel. Walls will be monitored and maintained by robots. While mineralization is well established as a carbon removal method, this technique is novel and pending demonstration.",378.0,0.0,"Project offers 378 gross tCO₂ removal from a 1m pilot wall, a 50 meter wall to be built in 2021, and a 5 km wall to be built in 2022.",Volume is hard to validate due to early stage of this approach.,0.222,0.0,"Reported ratio includes emissions from raw material processing and transportation, for a total of 210.4 tCO₂ emissions for 756 tCO₂ permanently mineralized. Another 378 tCO₂ emissions are associated with the production of gravel from the carbonates.",Reported project emissions are difficult to validate based on the experimental nature of the approach and lack of specificity.,1000.0,1.0,Project claims indefinite permanence.,"If project successfully achieves mineralization, storage would be reliable and effectively permanent.",1.0,,"Project plans to build garden walls as a service, and sell gravel as an output of the proposed process. Additional information about how carbon finance impacts the business model would enable further analysis of additionality.",500.0,,,0.0,,"More information regarding assumed weathering rates, wall irrigation, gravel production approach, and lifecycle analysis is necessary for further analysis.",1,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP032,VTT Bio-concrete,Finland ,Demonstration and piloting of carbon negative concrete. ,"mineralization,concrete",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,,1.0,1.0,Captured industrial CO₂ is mineralized in building materials.,"Project proposes displacing Portland-cement in concrete production with new materials, including green liquor dregs from the pulp industry, and mineralizing CO₂ during the concrete curing process. From a narrow lifecycle perspective, project only avoids CO₂ emissions because it sources CO₂ from waste streams. From a broad perspective, the same technology would form a carbon removal pathway if coupled to a biogenic CO₂ emissions source or a direct air capture facility.",150.0,0.0,"Project offers 150 tCO₂ embodied in concrete, produced during three pilot production rounds.","Project claims 0.388 tCO₂ embodied in each cubic meter of concrete produced, 64% of which the project claims is from green liquor dregs, a waste stream products incorporated into the concrete mix. Characterization of the green liquor dregs would enable further analysis.",0.918,0.0,Project reports 0.032 tCO₂ emissions and 0.388 tCO₂ storage per cubic meter of cement produced. Life cycle analysis boundaries include feedstock transportation and manufacture of concrete.,"Life cycle boundaries are well-specified. Emissions numbers are approximate, and modeled using the VTT LCA database.",1000.0,1.0,"Project claims 10,000 year permanence.","Successful mineralization produces reliable, effectively permanent carbon storage.",2.0,,"Volume is likely additional. Concrete products will be purchased and used separate from their carbon removal benefits, but high costs provide evidence of additionality.",960.0,,,1.0,,"Reasonably thorough description of basic technology and upcoming pilot projects. Further characterization of novel materials, public data or publications based on past lab-scale experiments, or performance data from the pilots in this proposal would enable further validation.",3,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP036,CarbonBuilt,USA,"Startup commercializing a low-cost, scalable, low-carbon concrete technology.","mineralization,concrete",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://www.carbonbuilt.com/,1.0,1.0,Captured industrial CO₂ is mineralized in building materials.,"Project modifies concrete mix design and and utilizes CO₂ during the concrete curing process. From a narrow lifecycle perspective, project currently avoids CO₂ emissions because it sources CO₂ from a waste stream. From a broad perspective, the same technology would form a carbon removal pathway if coupled to a biogenic CO₂ emissions source or a direct air capture facility.",992.0,1.0,Project offers 992 gross tCO₂ from 2022 - 2023 from the integration of CO₂ utilization technology into a single production line of an operating masonry plant.,"Volume is based on a 2% uptake of CO₂ by mass of manufactured products. The existing plant manufactures 198,333 tons of product per year. Project proposes to convert a single production line, a quarter of overall plant capacity, to use its carbonation technology. Volume is plausible based on previous demonstrations and publications. Approach results in additional avoided emissions from the displacement of traditional cement production, which are not included in reported volume.",0.977,0.0,Project reports 23 tCO₂ emissions for 992 tCO₂ mineralization in building materials. Emissions are derived from a comparison between a production line with and without proposed carbonation technology.,"Boundary conditions are well-specified. Energy used in addition to the normal operation of the production line is assumed to come from solar. Performance projections are based on measured results from existing pilot systems. A third-party verification of life cycle analysis has been performed and may be available upon request, but is not publicly accessible.",1000.0,1.0,Project claims permanence on the order of tens to hundreds of thousands of years.,"Successful mineralization produces reliable, effectively permanent carbon storage.",2.0,,"While project claims long-term path to favorable economics that do not require carbon finance, the role of carbon finance and thus the additionality of this initial conversion is clearly communicated.",260.0,Stripe purchased from this project at $260/tCO₂.,Further details about the negotiated purchase can be found here: https://github.com/stripe/carbon-removal-source-materials/tree/master/Purchase%20Agreements/Spring2021,2.0,,"Thorough description of basic technology with references. Clear communication of specific proposal and role of carbon finance. LCA numbers are validated by third party, but public details are not available.",4,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP039,CO₂-Zero,Turkey ,Surface olivine weathering.,"mineralization,olivine",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,,0.0,1.0,"Project leverages rainwater to weather ground olivine spread on land. Depending on sediment transfer, olivine weathering can result in alkalization of runoff and/or formation of carbonate precipitates, both of which remove carbon from the atmosphere.",Project specifically proposes to spread ground olivine over an abandoned quarry. Not known over relavant time scales whether final form of carbon is carbonate precipitates or dissolved bicarbonate.,30000.0,1.0,"Project offers 30,000 tCO₂ removal via the mineralization of finely ground olivine over a five year time period.","Volume is based on spreading 80,000 tons of ground olivine, with the assumed carbon removal rate of 1.2 tCO₂ / ton olivine. That ratio is near the upper bound of possible carbon removal rates for olivine. A full consideration of the counterfactual fate of the olivine could affect these estimates, but we think this is unlikely and don't withold validation.",0.952,0.0,"Project reports 3797 tCO₂ emissions associated with 78,000 tCO₂ removal over the project lifetime. This includes emissions associated with mining, grinding, and transporting olivine, in addition to equipment embodied emissions and emissions associated with project management.","Project reports its emissions ratio in several formats. We report the ratio estimated the entire project lifetime. Numbers are detailed, though approximate.",1000.0,1.0,"Project claims 100,000 to 100 million year permanence.","Successful mineralization produces reliable, effectively permanent carbon storage.",2.0,,Olivine is sourced as a mining waste product. The only reason to grind and spread the olivine is to generate climate benefits.,75.0,,,2.0,,Basic mechanism is well-described in literature. Project details and removal volume assumptions  are clearly communicated.,4,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP043,Neustark,Switzerland,Mineralization of atmospheric CO₂ in demolished concrete.,"mineralization,concrete",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://www.neustark.com/,1.0,1.0,Captured CO₂ is mineralized in recycled concrete.,"Project captures waste CO₂ from a biogas production facility, and mineralizes that CO₂ in reaction with recycled concrete granules. These granules are re-used as aggregates in concrete or as a road base. From a narrow lifecycle perspective, project avoids CO₂ emissions because it sources CO₂ from a waste stream. From a broad perspective, the same technology would form a carbon removal pathway if coupled to direct air capture.",750.0,1.0,Project offers 750 gross tCO₂ mineralization from 2021-2023 through the operation of existing deployments and the integration of their technology at a new concrete recycling facility in Switzerland.,"Volume is based on the uptake of 0.072 tCO₂ per ton of processed concrete debris. This uptake estimate is derived from the performance data of previously deployed technology. Project identifies clear methods for measuring and quantifying CO₂ uptake for each batch of debris processed. Contingent on sufficient deployment of technology, volume is plausible.",0.938,0.0,"Project reports 46.2 tCO₂ emissions for 750 tCO₂ mineralization, based on the comparision of concrete recycling with and without mineralization technology incorporated.","LCA boundaries are clearly defined and include emissions associated with the CO₂ supply chain and the mineralization process. Numbers are approximate, though detailed. Project indicates a third party LCA and a peer-reviewed LCA paper are underway.",1000.0,1.0,Project claims greater than 1000 year permanence.,"Successful mineralization produces reliable, effectively permanent carbon storage.",2.0,"Claimed counterfactual is concrete recycling without additional CO₂ mineralization, and the production of biogas without CO₂ capture and utilization.","Concrete products will be sold separate from the associated carbon benefits, but the high price provides evidence of additionality. Of all the partners involved in producing this solution, Neustark holds exclusive rights to the carbon benefits.",400.0,Project reports operation of existing deployments to be $700/tCO₂ and price of the upcoming deployment to be $300/tCO₂. Reported price reflects the mix of these two prices within the projects offer.,,2.0,,"Thorough description of basic technology, project plans, and project integration into existing supply chains. Upcoming academic publications will likely enable further analysis.",4,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP050,Future Forest,United Kingdom,Enhanced weathering for carbon removal.,"mineralization,basalt",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://thefutureforestcompany.com/,0.0,1.0,"Project leverages rainwater to weather ground basalt spread on land. Depending on sediment transfer, basalt weathering can result in alkalization of runoff and/or formation of carbonate precipitates, both of which remove carbon from the atmosphere.",Not known over relavant time scales whether final form of carbon is carbonate precipitates or dissolved bicarbonate.,8400.0,1.0,Project estimates 8400 tCO₂ removal from the application of ground basalt over a 75 ha area over 4 years.,"Volume is based on applying 50 tons of finely ground basalt per hectare per year. We infer a projected carbon removal rate of 0.56 tCO₂ / ton ground basalt. While the estimated removal volume falls within a reasonable range, uncertainty remains about the mineral composition of the basalt. Project proposes a well-cited methodology for measuring weathering rates. A full consideration of the counterfactual fate of the basalt feedstock could affect these estimates, but we think this is unlikely and don't withold validation.",0.989,0.0,"Reported ratio is based on the emissions from transportation, grinding and spreading of waste basalt nearby mine. Emissions total 92 tCO₂ for the gross removal of 8400 tCO₂.","Boundary conditions are well-specified. Component emissions estimates are approximate, but assumptions are well cited.",1000.0,1.0,"Project claims 100,000 year permanence.","Successful mineralization produces reliable, effectively permanent carbon storage.",2.0,,Basalt feedstock is a waste product sourced from a local mine. The only reason to grind and spread the basalt is to generate climate benefits. Resulting carbon removal is likely additional compared to alternative fate of feedstock.,200.0,Stripe purchased from this project at $200/tCO₂.,Further details about the negotiated purchase can be found here: https://github.com/stripe/carbon-removal-source-materials/tree/master/Purchase%20Agreements/Spring2021,2.0,,"Thorough description of project approach with citations. LCA numbers are approximate, but assumptions are clearly communicated. Public reporting of data collected in proposed experiments would enable further validation.",4,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP029,Out of the Blue ,England,Removing CO₂ from the sea.,"ocean,injection",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://CO₂outoftheblue.com/,1.0,1.0,Project filters dissolved CO₂ from water using activated carbon.,"Project envisions removing dissolved CO₂ from the ocean using activated carbon filters. Project currently proposes a lab-scale demonstration in controlled conditions using commercially-available CO₂, leading to avoided emissions. For pilot demonstration, CO₂ filtered from the water may be mineralized and used in an art installation. In the long term, project aims to store captured CO₂ via geologic injection.",0.2,0.0,Project offers 0.2 gross tCO₂ removal from the construction and operation of a lab-scale pilot system From June 2021 - June 2022.,Offered volume includes both CO₂ embodied in the activated carbon sorbent (0.1 tCO₂) and captured CO₂ (0.1 tCO₂). It is difficult to assess volume due to early stage of technology.,1.0,0.0,Reported ratio assumes zero emissions associated with the pilot project's CO₂ sequestration.,"Project identifies potential emissions sources, associated both with the pilot project and the longer-term development of this solution, but does not have the data to report or estimate emissions.",1000.0,0.0,Project claims at least 1000 year permanence.,"For a full scale system, project envisions working with an external partner to facilitate geologic storage. No specific storage partnership is yet identified. For proposed bench-scale demonstration, storage plans are not specified. Captured CO₂ may be mineralized to use in an art installation. Both mineralization and geologic injection would achieve effectively permanent storage if executed. However, half of the offered volume is associated with the carbon embodied in biochar. Biochar degrades over time, and further information would be needed to assess the permanence of the associated carbon storage.",2.0,,"The only reason to build a system like this is to generate climate benefits, and no such projects are operating today. However, counting embodied carbon in activated carbon filter (derived from biochar) as 50% of the carbon benefit offered raises double counting concerns. Although there is no indication of double-counting, it is worth noting that any tons offered in the voluntary market by both the biochar producer and the project proponent would be non-additional.",$1M,,Reported number appears to reflect the full prices of research grant.,1.0,,Reasonably thorough description of approach. Data or publications from upcoming experiments would enable further analysis.,2,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP034,C-Sink,Black Sea,Sinking biomass for deepwater storage. ,"ocean,biomass",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,,1.0,1.0,Project avoids emissions from biomass decomposition through deepwater storage.,"Project proposes collecting waste biomass and sinking it into deep, anoxic waters for storage. This proposal seeks support for a lab-based feasibility study, followed by a field experiment in the Black Sea. From a narrow lifecycle perspective, project only avoids biogenic CO₂ emissions. From a broad perspective, the same mechanism forms a carbon removal pathway when coupled to biomass production. Approach raises questions about geopolitical feasibility and appropriate permitting.",100.0,1.0,Project offers 100 tCO₂ removal from sinking biomass into the Black Sea.,"Volume is based on sinking 60 tons of biomass into the Black Sea to a depth of >1000m. Contingent on sufficient procurement of biomass and project execution, volume is plausible.",0.9,0.0,"Reported ratio is based on emissions from transporting, processing and sinking biomass, totalling 10 tCO₂ per 100 tCO₂ stored. Emissions not measured, taken from a publication.","Numbers are approximate, and estimated emissions are roughly doubled to account for uncertainty.",100.0,0.0,Project claims a permanence of 100 to thousands of years. We report the minimum of this claimed range.,The proposed experiments aim to study decomposition rates in a lab setting and in the field.,2.0,"Claimed counterfactual is use of feedstock for composting, gasification or storage in landfill.","The only reason to implement a project like this is to generate climate benefits, and no such projects are operating today.",5000.0,,Reported number appears to reflect the full prices of a research grant.,1.0,,Key components of the process remain theoretical. Further details on research approach or public data from upcoming experiments would enable further analysis.,3,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP038,Climate Foundation,Pacific Ocean (near Phillippines),Growing seaweed via Marine Permaculture and sinking it into the deep ocean.,"ocean,macroalgae",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,,2.0,1.0,"Project enhances macroalgal growth via artificial upwelling, and removes carbon from the upper ocean for storage in macroalgae, which is sunk into the deep ocean for long-term storage.","Project proposes introducing artificial upwelling at established coastal seaweed farms. Seaweed biomass is then sunk into the deep ocean for long-term carbon storage. If stored biomass would have been grown without project intervention, project would result in avoieded emissions. In the long term, project envisions growing macroalgae on floating arrays, enhancing its growth and increasing cultivatable ocean area through artificial upwelling. Carbon sequestration via kelp biomass growth is assumed to translate into atmospheric carbon removal through the air-sea flux of CO₂. Dissolved carbon storage in deep oceans raises potential long-term carbon cycle, ocean acidification, and ecosystem impact questions.",1245.0,0.0,Project offers 1245 tons of gross carbon removal from growing and sinking macroalgae between 2021 and 2025.,"Project estimates that each dry ton of seaweed (Eucheumatoid Spp) grown contains approximately 1 tCO₂e, which is plausible given relavent estimates in literature. Offer makes variable claims about per hectare production of seaweed, but appears to calculate volume based on the assumption of 100 tons of dry seaweed produced per hectare per year, which is much higher than reported per hectare yields for commercial seaweed production. Project claims deepwater irrigation can increase productivity 2-4x.",0.679,0.0,"Project reports 400 tCO₂ emission for 1245 tCO₂ sequestered. Boundary conditions include release of carbon from upwelled water, and emissions from the transportion, processing and sinking of seaweed.",LCA numbers are approximate. Uncertainty remains about the carbon accounting associated with upwelling carbon-rich deepwater.,1000.0,1.0,Project claims >1000 year permanence.,"Macroalgae will be sunk loose or in bales. Probable duration of storage is a function of where in the ocean macroalgae is sunk. Carbon dioxide removed to lower ocean depths can be stable for millennia, but unlike geologic storage, has an implied end date for effectiveness.",2.0,,"The only reason to implement a project like this is to generate climate benefits, and no such projects are operating today.",600.0,,,2.0,,Reasonably thorough description of approach with references. Specific publications or public data on demonstration projects is not yet available.,3,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP044,Ocean-based Climate Solutions,Pacific Ocean (near Hawaii),Wave-powered upwelling for carbon​ sequestration.,"ocean,phytoplankton",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://ocean-based.com/,0.0,0.0,Project removes carbon from atmosphere via sequestration in phytoplankton and transport of phytoplankton biomass to the deep ocean.,"Novel early-stage technology with field-trial demonstrations in progress. Wave-powered pumps produce artificial upwelling, stimulating primary production on ocean surface. Previous project proposals from this group have mentioned artificial downwelling, which does not seem to be within scope for this proposal. Carbon sequestration via microalgal growth is assumed to translate into atmospheric carbon removal through the air-sea flux of CO₂. Dissolved carbon storage in deep oceans raises potential long-term carbon cycle, ocean acidification, and ecosystem impact questions.",72930.0,0.0,"Project offers 72,846 net tCO₂ removal by 2050 from the deployment of 10 free-floating, artificial upwelling pumps.","It is difficult to assess volume due to early stage of technology. Previous trials have demonstrated a smaller version of the pump technology on short time scales. Demonstration of deeper pumping on longer timescales, as well as data on the impact of artificial upwelling on primary production, is pending.",0.999,0.0,"Reported ratio based on project materials, transportation, and operations totaling 8.5 tCO₂ emissions for the deployment of a single pump. Proposal offers the deployment of 10 pumps, and a gross removal volume of 72,846 tCO₂.","Project emissions are specified in detail, and assumptions are well cited, but overall negativity remains difficult to validate because technology is early-stage and experimental. Uncertainty remains about the carbon accounting associated with upwelling carbon-rich deepwater, and the volume of carbon that would likely end up in the deep ocean.",1000.0,0.0,Project claims a 1000 - 5000 year permanence.,"Carbon removed to lower ocean depths can be stable for millennia, but may affect ocean acidity and be exposed to surface-atmosphere interactions. Unlike geologic storage this stock has an implied end date for effectiveness, albeit a potentially very distant one.",2.0,,"The only reason to implement a project like this is to generate climate benefits, and no such projects are operating today.",49.33,,,1.0,,Reasonably thorough description of technology with references. Specific publications or public data on demonstration projects not available.,1,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP045,Running Tide,Atlantic Ocean,Ocean technology and aquaculture company.,"ocean,macroalgae",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://www.runningtide.com/,0.0,1.0,"Project removes carbon from atmosphere for storage in macroalgae, which is sunk into the deep ocean for long-term storage.","Project grows kelp on floating 'microfarm' line assemblies. After a period of drifting and growing, assembly loses buoyency and sinks kelp biomass into the deep ocean for long term sequestration. Carbon sequestration via kelp biomass growth is assumed to translate into atmospheric carbon removal through the air-sea flux of CO₂. Dissolved carbon storage in deep oceans raises potential long-term carbon cycle, ocean acidification, and ecosystem impact questions.",2000.0,0.0,"Project offers 2000 tCO₂ gross removal from the deployment of 37,000 macroalgae microfarms in the North Atlantic in 2022 and 2023.","Project estimates that each dry ton of kelp (Saccharina latissima) grown contains approximately 1 tCO₂e, which is plausible given relavent estimates in literature. Successful open ocean kelp growth and approach to biomass sinking are pending demonstration via results from a feasibility study which is currently underway. Offered volume assumed that 75% of microfarms will succesfully sink to >1000m depth.",0.958,0.0,"Reported ratio based on the embodied carbon for single use materials, the energy used in the kelp nursery, and the energy used for microfarm deployment, totalling 85 tCO₂ for the proposed deployment of 37,000 microfarms.","LCA numbers are detailed, though approximate. Boundary conditions are clearly specified.",800.0,1.0,"Project claims a minimum of 800 year permanence, and cites evidence for 1000+ year permanence.","Another proposal with an analagous approach to deep ocean carbon storage claims 1000 year permanence, which we validate. Probable duration of storage is a function of where in the ocean macroalgae is sunk. Carbon dioxide removed to lower ocean depths can be stable for millennia, but unlike geologic storage, has an implied end date for effectiveness.",2.0,,"The only reason to implement a project like this is to generate climate benefits, and no such projects are operating today.",250.0,Stripe purchased from this project at $250/tCO₂.,Further details about the negotiated purchase can be found here: https://github.com/stripe/carbon-removal-source-materials/tree/master/Purchase%20Agreements/Spring2021,2.0,,"Thorough description of early-stage aproach and ongoing trials, with clear communication of current assumptions. Specific publications or public data from ongoing feasibility study would enable further analysis.",3,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP047,SeaChange,"California, USA",Mineralization reactors for CO₂ removal with hydrogen co-production.,"ocean,mineralization",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://pubs.acs.org/doi/abs/10.1021/acssuschemeng.0c08561,0.0,1.0,Project removes dissolved CO₂ from seawater for storage in a solid precipitate form. Post-process seawater discharged back into the ocean absorbs CO₂ from the atmosphere.,"Novel early-stage technology proposes a pilot project to electrolytically force the precipitation of solid carbonates from seawater. Effluent seawater is treated to restore pH, and thus achieve net climate benefits, before discharge.",365.0,0.0,Project offers 365 gross tCO₂ removal from the construction and operation of a 1 tCO₂ / day reactor.,Basic technology is explained in detail in a 2021 peer-reviewed publication: https://pubs.acs.org/doi/full/10.1021/acssuschemeng.0c08561. Volume is hard to validate given the early stage of the technology. Data or publications from lab-scale demonstrations or the upcoming pilot would enable further analysis.,0.929,0.0,"Reported ratio is based on the energy use of operating the electrochemical reactor, resulting in a total of 0.07 tCO₂ emissions and 1 tCO₂ removal per day of operation.",Numbers are approximate. An LCA for the pilot system is planned for 2023.,1000.0,1.0,Project claims indefinite permanence.,"Successful mineralization produces reliable, effectively permanent carbon storage.",2.0,,"Process co-produces H₂, which could could be sold as a separate product. The carbon benefits offered from this pilot project are likely additional given the expense of this early phase.",1370.0,Stripe purchased from this project at $1370/tCO₂.,Further details about the negotiated purchase can be found here: https://github.com/stripe/carbon-removal-source-materials/tree/master/Purchase%20Agreements/Spring2021,2.0,,Thorough description of basic technology in peer-reviewed literature. Clear communication of proposed pilot project. Data from bench-scale demonstration and lifecycle analysis of pilot system would enable further analysis.,3,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP049,SuSeWi,Morocco,Sequestering carbon and producing food by creating large-scale algal blooms in desert environments.,"ocean,burial",Stripe Spring 2021 Negative Emissions Purchase,STRP01,05-26-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://www.susewi.life/press-release/,1.0,1.0,Project avoids emissions by burrying microalgal biomass for long-term storage.,"Project grows microalgae in desert ponds filled with pumped seawater. About half of algal biomass is directed into food systems, and the remainder is buried in desert pits for storage. Project avoids emissions if preventing the decomposition of a waste product through burial. Project removes carbon from the atmosphere if purpose-growing biomass for burial. It is not clear that additional biomass is grown for burial, so we are interpreting this proposal as the burial of waste biomass.",72.5,1.0,Project offers to grow enough microalgae at its first commercial production facility in Morocco to capture 145 gross tCO₂ over one year. Half of this biomass will be directed into the food system. The other half buried for storage. We thus report a gross carbon removal volume of 72.5 tCO₂.,"Project estimates each ton of algae grown embodies 1.61 tCO₂. The gross volume offered therefore corresponds to the production of 45 tons of dry algal biomass. The existing 3 ha trial site produces 20 tons of dry biomass per year. Contingent on sufficient expansion, volume is plausible.",0.936,0.0,"Project reports 4.65 tCO₂ emissions associated with the biomass stored onsite, which we report relative to 72.5 tCO₂ burried.","Project reports separate “total gross emissions” for food production and biomass burial. We report the emissions for just the biomass burial on the assumption that the food system emissions would occur irrespective of the decision to bury biomass. However, the proposal's more granular LCA reporting does not distinguish between food production and biomass burial. It’s not clear, for instance, how the cultivation emissions are split between the two outcomes. More clarity about how the two biomass outcomes relate to each other, with LCA reporting to match, would enable further analysis of negativity.",1000.0,0.0,Project claims 1000-5000 year permanence.,We report the minimum of the claimed permanence range. Specificity regarding burial approach would enable further analysis.,2.0,,There is no reason burry biomass apart from climate benefits.,660.0,,,1.0,,Thorough description of basic technology and project plans on the biomass production side. Few details provided for the storage approach. Clarity about the relationship between the biomass burried and the biomass exported into food systems would enable further analysis.,3,"[{'date': '05-26-2021', 'note': 'First release.'}]",
STRP051,8 Rivers,"Arizona, USA",Direct air capture via mineralization. ,"dac,mineralization",Stripe Fall 2021 Negative Emissions Purchase,STRP02,12-15-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,,0.0,1.0,Project removes carbon from the air via the mineralization of a solid sorbent.,"Project uses calcium oxide as a solid sorbent. CO₂ is captured via accellerated carbonation of the sorbent in a warehouse-based air contactor. Sorbent feedstock is currently waste lime kiln dust, which will be disposed of after CO₂ capture. In future deployments, project may use limestone and cycle the sorbent through the carbonation process several times using calcination to release CO₂ between cycles. While the capacity of basic mineralization and calcination technologies are well established, achieving the accellerated rate of mineralization at scale is pending demonstration.",2446.0,0.0,Project offers 2446 gross tCO₂ removal from the construction and operation of a new plant. Removal will be delivered between 2024 and 2025.,"Volume is based on 90% carbonation of sorbent, capturing 0.7 tCO₂ per ton calcium oxide. The basic components of the volume estimate are consistent with literature, but project implementation and empirical demonstration of the approach are too early stage to validate volume. Additionally, proposal's calculation of volume includes inconsistencies.",0.818,0.0,"Project reports 446 tCO₂ emissions for 2446 tCO₂ removal. This includes raw materials for the facility, facility energy use, and transportation.","Lifecycle boundaries are clearly defined, and LCA numbers are detailed, though approximate. Project currently uses waste lime kiln dust as sorbent feedstock and does not include the energy used to produce the feedstock within its lifecycle analysis. Project indicates future plans to use purpose-mined limestone and introduce sorbent cycling with calcination, both of which could affect negativity. [TK: Why no validation]",1000.0,1.0,Project claims 1000+ year permanence.,"Successful mineralization produces reliable, effectively permanent carbon storage.",2.0,,The only reason to implement a project like this is to generate climate benefits.,460.0,,,1.0,,"Reasonably thorough description of basic approach.  Further validation would be enabled by a more detailed explanation of the specific approach to accellerating mineralization, or public data from the lab-scale experiments performed to date or upcoming deployments.",3,"[{'date': '12-15-21', 'note': 'First release.'}]",
STRP052,Noya,"California, USA",Direct air capture via cooling tower retrofits.,"dac,mineralization",Stripe Fall 2021 Negative Emissions Purchase,STRP02,12-15-2021,https://github.com/stripe/carbon-removal-source-materials,CC-BY-4.0,https://www.noya.co/,0.0,1.0,Project removes carbon from the atmosphere using a solid sorbent. Captured carbon dioxide will be mineralized in concrete.,Project is developing novel solid sorbent. Project retrofits existing water towers to redirect outgoing air into a stand-alone capture and regeneration unit containing the solid sorbent. Captured CO₂ is compressed and transported offsite for mineralization in concrete.,1000.0,0.0,Project offers 1000 gross tCO₂ removal from retrofitting water towers with a standalone DAC unit. Removal will be delivered between 2022 and 2023.,"Noya has previously deployed a solvent-based DAC retrofit on a water tower, however this would be the first deployment of a sorbent-based technology. Volume is based on the capture of 0.034 gCO₂ / g sorbent per cycle. Project is in early stages of developing and testing sorbent technology, and is too early stage to validate. Data from lab-based experimental results or upcoming deployment would enable further validation.",0.683,0.0,"Project reports 317 tCO₂ emissions for 1000 tCO₂ removal, contingent on project's plan to source decarbonized electricity. Emission estimate includes emissions from feedstock manufacture, CO₂ capture, regeneration and compression, transportation, and storage.","Project does not specify procurement plan for decarbonized electricity. Project also reports that if electiricity was sourced from current grid mix, emission would total 836 tCO₂. Since this is provided as a point of comparison rather than the project's plan, we report 317 tCO₂ emissions. Lifecycle boundaries are clearly defined, and LCA numbers are detailed, though approximate.",1000.0,0.0,Project claims 1000+ year permanence.,"Contingent on identifying a partner for mineralization of captured CO₂ in concrete, successful mineralization produces reliable, effectively permanent carbon storage, even after the manufactured building material is de-commissioned. Since this partnership is yet to be formed, we do not validate the claimed permanence.",2.0,,The only reason to implement a project like this is to generate climate benefits. Project specifically addresses avoiding double counting with the partner who will use captured CO₂ in concrete production.,1822.0,,,1.0,,Reasonably thorough description of project and technology.,2,"[{'date': '12-15-21', 'note': 'First release.'}]",
